Date, Time, Amount, Type, Description
2024-09-17,01:07:02,-437.44,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 437.44 ~ Tran: ACHDW
2024-09-16,05:02:55,-129.41,Withdrawal,FIDELITY FPRS
2024-09-16,01:17:18,-18.87,Withdrawal,NGRID06 NGRID06~ Future Amount: 18.87 ~ Tran: ACHDW
2024-09-13,03:21:55,-13.64,Withdrawal,AMEX EPAYMENT ACH PMT
2024-09-13,01:24:33,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-09-12,05:19:19,-2.00,Withdrawal,VENMO PAYMENT
2024-09-12,00:48:42,-165.59,Withdrawal,SAFETY INSURANCE INS PREMIU~ Future Amount: 165.59 ~ Tran: ACHDW
2024-09-11,16:18:38,3457.84,Deposit,BOSTON CHILDREN' DIR DEP
2024-09-11,04:15:31,-29.00,Withdrawal,BEST BUY PAYMENT
2024-09-10,04:14:44,-831.42,Withdrawal,CHASE CREDIT CRD EPAY
2024-09-09,05:33:30,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-09-09,04:43:51,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-09-08,23:21:17,0.41,Deposit,Interest Paid
2024-09-06,04:32:49,-200.00,Withdrawal,HARVARD FCU OLB XFER
2024-09-05,23:12:17,-2000.00,Withdrawal,Check Paid #1060
2024-09-05,20:32:52,225.00,Deposit,Zelle payment from RITA MACDONALD to Daniel Macdonald (Ally Spending Account XXXXXX6284)
2024-09-05,03:57:06,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-09-03,05:21:25,-888.99,Withdrawal,DISCOVER E-PAYMENT
2024-09-03,04:48:59,-18.38,Withdrawal,CHASE CREDIT CRD EPAY
2024-09-03,01:05:38,-812.51,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 812.51 ~ Tran: ACHDW
2024-08-30,05:28:47,751.00,Deposit,VENMO CASHOUT
2024-08-30,03:37:49,-6.38,Withdrawal,Rocket Money Premium
2024-08-30,01:40:53,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-08-28,16:12:56,3457.82,Deposit,BOSTON CHILDREN' DIR DEP
2024-08-27,04:18:44,-89.00,Withdrawal,VENMO PAYMENT
2024-08-27,03:42:04,-11.99,Withdrawal,"Spotify USA 45 W. 18th Street New York, NY, US"
2024-08-26,06:29:35,-76.93,Withdrawal,DISCOVER E-PAYMENT
2024-08-26,05:47:31,-334.49,Withdrawal,CHASE CREDIT CRD EPAY
2024-08-23,05:26:39,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-08-22,03:13:54,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-08-22,01:12:43,-150.00,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 150 ~ Tran: ACHDW
2024-08-22,01:00:43,-750.00,Withdrawal,VENMO PAYMENT~ Future Amount: 750 ~ Tran: ACHDW
2024-08-21,05:12:46,-714.38,Withdrawal,CHASE CREDIT CRD EPAY
2024-08-20,01:16:57,-21.02,Withdrawal,NGRID06 NGRID06~ Future Amount: 21.02 ~ Tran: ACHDW
2024-08-16,15:48:21,-30.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-08-16,05:32:30,-497.00,Withdrawal,CHASE CREDIT CRD EPAY
2024-08-16,04:06:58,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-08-15,04:08:52,-129.41,Withdrawal,FIDELITY FPRS
2024-08-14,16:17:52,6634.03,Deposit,BOSTON CHILDREN' DIR DEP
2024-08-12,03:40:26,-165.59,Withdrawal,SAFETY INSURANCE INS PREMIU
2024-08-12,00:41:20,-833.01,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 833.01 ~ Tran: ACHDW
2024-08-09,05:22:27,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-08-09,03:36:30,-200.00,Withdrawal,HARVARD FCU OLB XFER
2024-08-08,23:35:56,0.31,Deposit,Interest Paid
2024-08-08,04:04:07,-110.00,Withdrawal,VENMO PAYMENT
2024-08-07,03:39:37,-503.85,Withdrawal,DISCOVER E-PAYMENT
2024-08-07,00:39:03,-1000.00,Withdrawal,Synchrony Bank CC PYMT~ Future Amount: 1000 ~ Tran: ACHDW
2024-08-06,06:06:47,-254.98,Withdrawal,AFFIRM.COM PAYME AFFIRM.COM
2024-08-05,23:23:15,-2000.00,Withdrawal,Check Paid #1058
2024-08-05,18:09:30,1800.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-08-05,05:30:27,-35.00,Withdrawal,DISCOVER E-PAYMENT
2024-08-05,04:30:20,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-08-05,00:49:18,-1404.86,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 1404.86 ~ Tran: ACHDW
2024-08-03,13:52:28,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-08-02,01:36:07,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-07-31,16:15:08,3457.83,Deposit,BOSTON CHILDREN' DIR DEP
2024-07-30,04:07:17,-6.38,Withdrawal,Rocket Money Premium
2024-07-29,02:54:36,-880.10,Withdrawal,CHASE CREDIT CRD EPAY
2024-07-27,22:30:52,-11.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-07-25,04:02:09,-150.00,Withdrawal,VENMO PAYMENT
2024-07-24,01:37:49,-109.45,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 109.45 ~ Tran: ACHDW
2024-07-23,05:27:08,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-07-19,11:26:26,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-07-19,03:24:58,-31.88,Withdrawal,AFFIRM.COM PAYME AFFIRM.COM
2024-07-19,01:42:47,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-07-18,00:49:05,-21.03,Withdrawal,NGRID06 NGRID06~ Future Amount: 21.03 ~ Tran: ACHDW
2024-07-17,20:09:47,-280.00,Withdrawal,"CASH APP*JOHN S San Francisco, CA, USA"
2024-07-17,19:34:19,-60.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-07-17,12:53:16,3457.81,Deposit,BOSTON CHILDREN' DIR DEP
2024-07-16,05:25:02,-619.94,Withdrawal,CHASE CREDIT CRD EPAY
2024-07-15,03:28:15,-129.41,Withdrawal,FIDELITY FPRS
2024-07-12,03:32:45,-29.00,Withdrawal,BEST BUY PAYMENT
2024-07-12,03:11:45,-200.00,Withdrawal,HARVARD FCU OLB XFER
2024-07-12,01:06:13,-165.59,Withdrawal,SAFETY INSURANCE INS PREMIU~ Future Amount: 165.59 ~ Tran: ACHDW
2024-07-10,03:18:32,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-07-09,06:08:19,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-07-09,02:04:12,-1493.93,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 1493.93 ~ Tran: ACHDW
2024-07-08,23:47:26,0.36,Deposit,Interest Paid
2024-07-08,04:34:40,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-07-07,12:53:16,-50.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-07-05,04:25:03,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-07-05,01:08:24,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-07-03,12:45:24,3457.82,Deposit,BOSTON CHILDREN' DIR DEP
2024-07-02,23:19:03,-2000.00,Withdrawal,Check Paid #1067
2024-07-02,15:23:02,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-07-01,06:09:36,-6.38,Withdrawal,Rocket Money Premium
2024-07-01,05:11:53,-638.29,Withdrawal,CHASE CREDIT CRD EPAY
2024-06-27,20:02:51,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-06-24,04:47:43,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-06-24,04:37:52,-975.01,Withdrawal,CHASE CREDIT CRD EPAY
2024-06-21,10:02:55,-60.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-06-21,02:31:17,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-06-21,02:13:39,-63.13,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 63.13 ~ Tran: ACHDW
2024-06-20,05:18:23,-31.88,Withdrawal,AFFIRM.COM PAYME AFFIRM.COM
2024-06-18,17:56:27,3457.83,Deposit,BOSTON CHILDREN' DIR DEP
2024-06-17,04:04:14,-129.41,Withdrawal,FIDELITY FPRS
2024-06-17,00:33:38,-26.63,Withdrawal,NGRID06 NGRID06~ Future Amount: 26.63 ~ Tran: ACHDW
2024-06-14,18:48:44,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-06-14,04:06:11,-200.00,Withdrawal,HARVARD FCU OLB XFER
2024-06-13,03:16:07,-25.68,Withdrawal,AMEX EPAYMENT ACH PMT
2024-06-12,19:24:48,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-06-12,03:15:28,-4.00,Withdrawal,VENMO PAYMENT
2024-06-12,01:02:08,-165.59,Withdrawal,SAFETY INSURANCE INS PREMIU~ Future Amount: 165.59 ~ Tran: ACHDW
2024-06-10,05:33:12,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-06-10,04:08:28,-493.12,Withdrawal,CHASE CREDIT CRD EPAY
2024-06-08,23:21:24,0.26,Deposit,Interest Paid
2024-06-07,01:24:41,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-06-06,04:47:38,-25.00,Withdrawal,VENMO PAYMENT
2024-06-05,12:58:15,3457.83,Deposit,BOSTON CHILDREN' DIR DEP
2024-06-03,02:52:55,-40.00,Withdrawal,VENMO PAYMENT
2024-06-03,00:51:33,-1374.17,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 1374.17 ~ Tran: ACHDW
2024-05-31,23:17:37,-2000.00,Withdrawal,Check Paid #1066
2024-05-31,13:35:13,1300.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-05-31,03:56:41,-10.00,Withdrawal,VENMO PAYMENT
2024-05-30,18:04:30,-60.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-05-30,04:06:33,-6.38,Withdrawal,Rocket Money Premium
2024-05-28,04:28:15,-430.11,Withdrawal,DISCOVER E-PAYMENT
2024-05-28,04:13:53,-80.00,Withdrawal,VENMO PAYMENT
2024-05-27,20:01:02,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-05-24,02:22:27,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-05-23,05:17:50,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-05-22,16:10:53,3457.82,Deposit,BOSTON CHILDREN' DIR DEP
2024-05-21,05:01:29,-150.00,Withdrawal,VENMO PAYMENT
2024-05-21,01:56:09,-58.42,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 58.42 ~ Tran: ACHDW
2024-05-20,07:39:47,1500.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-05-20,05:28:46,-31.88,Withdrawal,AFFIRM.COM PAYME AFFIRM.COM
2024-05-20,03:26:43,-3669.42,Withdrawal,DISCOVER E-PAYMENT
2024-05-17,10:52:32,3700.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-05-17,05:26:56,-110.00,Withdrawal,VENMO PAYMENT
2024-05-17,03:38:17,-20.00,Withdrawal,VENMO PAYMENT
2024-05-17,03:26:53,-200.00,Withdrawal,HARVARD UNIV ECU OLB XFER
2024-05-15,05:22:02,-10.00,Withdrawal,VENMO PAYMENT
2024-05-15,04:37:24,-188.50,Withdrawal,DISCOVER E-PAYMENT
2024-05-15,04:23:40,-129.41,Withdrawal,FIDELITY FPRS
2024-05-15,01:27:28,-120.08,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 120.08 ~ Tran: ACHDW
2024-05-15,01:12:25,-79.79,Withdrawal,NATIONAL GRID NE UTILITYPAY~ Future Amount: 79.79 ~ Tran: ACHDW
2024-05-14,04:56:50,-10.00,Withdrawal,VENMO PAYMENT
2024-05-13,04:02:41,-155.13,Withdrawal,SAFETY INSURANCE INS PREMIU
2024-05-13,00:47:15,-2454.38,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 2454.38 ~ Tran: ACHDW
2024-05-10,01:25:15,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-05-09,05:30:28,-10.00,Withdrawal,VENMO PAYMENT
2024-05-09,05:27:37,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-05-08,23:38:01,0.20,Deposit,Interest Paid
2024-05-08,16:13:47,3457.81,Deposit,BOSTON CHILDREN' DIR DEP
2024-05-07,03:23:52,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-05-06,05:58:50,-73.00,Withdrawal,DISCOVER E-PAYMENT
2024-05-02,23:17:22,-2000.00,Withdrawal,Check Paid #1059
2024-05-02,19:17:41,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-05-01,04:17:17,-10.00,Withdrawal,VENMO PAYMENT
2024-04-30,03:56:36,-6.38,Withdrawal,Rocket Money Premium
2024-04-30,01:37:00,-830.06,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 830.06 ~ Tran: ACHDW
2024-04-27,20:21:08,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-04-26,02:32:37,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-04-25,05:31:47,-3.00,Withdrawal,VENMO PAYMENT
2024-04-24,16:15:44,3457.83,Deposit,BOSTON CHILDREN' DIR DEP
2024-04-23,05:25:34,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-04-23,01:25:44,-80.75,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 80.75 ~ Tran: ACHDW
2024-04-23,01:23:13,-1628.02,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 1628.02 ~ Tran: ACHDW
2024-04-22,11:50:55,1600.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-04-19,04:24:57,-31.88,Withdrawal,affirm.com Payme affirm.com
2024-04-19,03:39:56,-200.00,Withdrawal,HARVARD UNIV ECU OLB XFER
2024-04-18,18:27:36,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-04-18,04:31:39,-3.00,Withdrawal,VENMO PAYMENT
2024-04-16,05:48:42,-3.00,Withdrawal,VENMO PAYMENT
2024-04-16,01:55:23,-160.62,Withdrawal,NATIONAL GRID NE UTILITYPAY~ Future Amount: 160.62 ~ Tran: ACHDW
2024-04-15,05:35:22,-3.00,Withdrawal,VENMO PAYMENT
2024-04-15,04:30:47,-5.00,Withdrawal,VENMO PAYMENT
2024-04-15,03:57:07,-1301.75,Withdrawal,CHASE CREDIT CRD EPAY
2024-04-15,03:45:01,-129.41,Withdrawal,FIDELITY FPRS
2024-04-12,01:40:43,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-04-12,01:15:37,-155.17,Withdrawal,SAFETY INSURANCE INS PREMIU~ Future Amount: 155.17 ~ Tran: ACHDW
2024-04-10,16:16:38,3454.44,Deposit,BOSTON CHILDREN' DIR DEP
2024-04-10,03:32:53,-118.93,Withdrawal,BEST BUY PAYMENT
2024-04-09,05:31:53,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-04-09,04:45:39,-110.00,Withdrawal,VENMO PAYMENT
2024-04-08,23:48:09,0.14,Deposit,Interest Paid
2024-04-08,16:45:51,600.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-04-08,03:54:43,-20.00,Withdrawal,VENMO PAYMENT
2024-04-05,14:04:14,-100.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-04-05,04:21:19,-74.00,Withdrawal,DISCOVER E-PAYMENT
2024-04-05,03:43:36,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-04-04,04:03:09,-15.00,Withdrawal,VENMO PAYMENT
2024-04-02,23:19:17,-2000.00,Withdrawal,Check Paid #1065
2024-04-01,05:37:18,-6.38,Withdrawal,Rocket Money Premium
2024-03-29,04:10:53,-1207.90,Withdrawal,CHASE CREDIT CRD EPAY
2024-03-29,01:39:22,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-03-28,03:57:52,-15.00,Withdrawal,VENMO PAYMENT
2024-03-27,20:04:40,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-03-27,17:56:33,3461.22,Deposit,BOSTON CHILDREN' DIR DEP
2024-03-25,05:37:58,-3.00,Withdrawal,VENMO PAYMENT
2024-03-25,04:20:35,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-03-25,00:55:21,-89.25,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 89.25 ~ Tran: ACHDW
2024-03-23,08:16:24,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-03-22,05:29:42,-120.00,Withdrawal,VENMO PAYMENT
2024-03-22,03:13:24,-200.00,Withdrawal,HARVARD UNIV ECU OLB XFER
2024-03-19,01:49:08,-866.64,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 866.64 ~ Tran: ACHDW
2024-03-18,04:51:14,-55.00,Withdrawal,VENMO PAYMENT
2024-03-15,04:17:27,-129.41,Withdrawal,FIDELITY FPRS
2024-03-15,01:48:40,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-03-15,01:20:42,-217.72,Withdrawal,NATIONAL GRID NE UTILITYPAY~ Future Amount: 217.72 ~ Tran: ACHDW
2024-03-13,16:17:10,3457.83,Deposit,BOSTON CHILDREN' DIR DEP
2024-03-12,23:21:31,-150.00,Withdrawal,VENMO PAYMENT
2024-03-12,01:16:00,-155.17,Withdrawal,SAFETY INSURANCE INS PREMIU~ Future Amount: 155.17 ~ Tran: ACHDW
2024-03-11,04:22:47,-685.39,Withdrawal,CHASE CREDIT CRD EPAY
2024-03-11,04:14:35,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-03-09,08:13:23,700.00,Deposit,Internet transfer from Savings account XXXXXX6299
2024-03-09,08:12:30,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-03-08,23:36:03,0.13,Deposit,Interest Paid
2024-03-05,04:20:49,-75.00,Withdrawal,DISCOVER E-PAYMENT
2024-03-05,03:43:09,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-03-05,03:43:03,-29.00,Withdrawal,BEST BUY PAYMENT
2024-03-04,23:20:13,-2000.00,Withdrawal,Check Paid #1057
2024-03-04,06:03:37,-50.00,Withdrawal,VENMO PAYMENT
2024-03-04,06:02:23,-85.00,Withdrawal,VENMO PAYMENT
2024-03-04,05:10:31,-3.00,Withdrawal,VENMO PAYMENT
2024-03-04,03:59:15,-110.00,Withdrawal,VENMO PAYMENT
2024-03-01,04:44:06,-6.38,Withdrawal,Rocket Money Premium
2024-03-01,02:26:06,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-03-01,02:07:01,-958.34,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 958.34 ~ Tran: ACHDW
2024-02-28,12:45:59,3457.81,Deposit,BOSTON CHILDREN' DIR DEP
2024-02-27,19:52:24,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-02-26,05:49:14,-60.00,Withdrawal,VENMO PAYMENT
2024-02-24,08:58:56,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-02-23,05:23:44,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-02-23,03:05:48,-200.00,Withdrawal,HARVARD UNIV ECU OLB XFER
2024-02-23,01:18:03,-103.07,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 103.07 ~ Tran: ACHDW
2024-02-21,17:50:02,-60.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-02-21,02:01:36,-342.90,Withdrawal,CHASE CREDIT CRD EPAY~ Future Amount: 342.9 ~ Tran: ACHDW
2024-02-20,05:15:45,-10.00,Withdrawal,E-ZPass MA 8776277745
2024-02-20,04:16:58,-3.00,Withdrawal,VENMO PAYMENT
2024-02-20,04:02:32,-60.00,Withdrawal,VENMO PAYMENT
2024-02-16,04:49:25,-859.60,Withdrawal,CHASE CREDIT CRD EPAY
2024-02-16,02:24:52,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-02-15,05:18:17,-3.00,Withdrawal,VENMO PAYMENT
2024-02-15,03:52:10,-129.41,Withdrawal,FIDELITY FPRS
2024-02-15,00:57:34,-211.01,Withdrawal,NATIONAL GRID NE UTILITYPAY~ Future Amount: 211.01 ~ Tran: ACHDW
2024-02-14,16:12:28,3457.48,Deposit,BOSTON CHILDREN' DIR DEP
2024-02-13,17:10:05,-100.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-02-12,03:39:05,-155.17,Withdrawal,SAFETY INSURANCE INS PREMIU
2024-02-12,03:36:47,-3.00,Withdrawal,VENMO PAYMENT
2024-02-10,08:15:49,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-02-09,05:37:01,-3.00,Withdrawal,VENMO PAYMENT
2024-02-09,05:35:12,-20.64,Withdrawal,WF PL CC PAYMENT PAYMENT
2024-02-08,23:34:58,0.21,Deposit,Interest Paid
2024-02-08,03:30:11,-30.00,Withdrawal,BEST BUY PAYMENT
2024-02-07,05:28:42,-150.00,Withdrawal,VENMO PAYMENT
2024-02-05,23:19:49,-2000.00,Withdrawal,Check Paid #1064
2024-02-05,05:19:40,-77.00,Withdrawal,DISCOVER E-PAYMENT
2024-02-05,04:27:54,-50.00,Withdrawal,BEST BUY AUTO PYMT
2024-02-05,04:19:19,-50.00,Withdrawal,VENMO PAYMENT
2024-02-05,04:08:58,-4.00,Withdrawal,VENMO PAYMENT
2024-02-05,03:29:27,-1306.69,Withdrawal,CHASE CREDIT CRD EPAY
2024-02-02,01:45:17,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-01-31,13:03:01,3243.17,Deposit,BOSTON CHILDREN' DIR DEP
2024-01-30,04:15:44,-6.38,Withdrawal,Rocket Money Premium
2024-01-28,09:51:24,270.00,Deposit,Zelle payment from RITA MACDONALD to Daniel Macdonald (Ally Spending Account XXXXXX6284)
2024-01-27,20:20:35,-10.99,Withdrawal,"Spotify USA New York, NY, USA"
2024-01-26,11:33:37,-40.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-01-26,05:41:19,-110.00,Withdrawal,VENMO PAYMENT
2024-01-26,04:49:21,-488.45,Withdrawal,CHASE CREDIT CRD EPAY
2024-01-26,04:02:19,-200.00,Withdrawal,HARVARD UNIV ECU OLB XFER
2024-01-24,01:51:25,-103.95,Withdrawal,EVERSOURCE WEB_PAY~ Future Amount: 103.95 ~ Tran: ACHDW
2024-01-23,05:46:29,-313.93,Withdrawal,HUNTINGTON BANKS IL PAYMENT
2024-01-23,05:24:53,-12.00,Withdrawal,BARCLAYCARD US CREDITCARD
2024-01-20,15:54:49,-30.00,Withdrawal,Internet transfer to Spending account XXXXXX6300
2024-01-19,03:35:18,-1145.88,Withdrawal,CHASE CREDIT CRD EPAY
2024-01-19,02:01:22,-600.00,Withdrawal,Requested transfer to ALLY BANK Savings account XXXXXX6299
2024-01-17,17:59:21,3243.31,Deposit,BOSTON CHILDREN' DIR DEP
